,subj1,vID1,subj2,vID2,language_sim,txt1,txt2
0,PSA005,1.0,PSA007,2.0,0.8184163664904381,all right (.) so we've got another person at the store this time it's a young girl (.) and she (.) doesn't have enough money to pay for her pack of cigarettes and then the cashier says (2s) (you're) gonna need a little more (.) she tears off a piece of her skin (.) to pay for the cigarettes and then she says see you again (.) and the guy talks about how cigarettes causes um (.) wrinkled skin at premature ages (2s) and (.) yeah,um (.) so this one's about a guy that goes to some convenience store (.) and he tries to pay for a box of cigarettes but he doesn't have enough money and the guy tells him that (.) and so he gets some um (.) pliers out and pulls out one of his teeth and um (.) the guy just says (.) uh (.) see you again (.) after he pays for it (2s) um
1,PSA005,1.0,PSA007,3.0,0.769451714683959,all right (.) so we've got another person at the store this time it's a young girl (.) and she (.) doesn't have enough money to pay for her pack of cigarettes and then the cashier says (2s) (you're) gonna need a little more (.) she tears off a piece of her skin (.) to pay for the cigarettes and then she says see you again (.) and the guy talks about how cigarettes causes um (.) wrinkled skin at premature ages (2s) and (.) yeah,in this one the girl is talking about how (.) sh- um (.) pretty much how bad smoking is by saying that there's (.) um (.) this constant need to go outside and it always like calls her outside and takes her money and (.) she's just really addicted and she said it's just um- really controls her life (.) and the end scene is just her smoking again because (.) she's just addicted
2,PSA005,1.0,PSA007,4.0,0.737944787742473,all right (.) so we've got another person at the store this time it's a young girl (.) and she (.) doesn't have enough money to pay for her pack of cigarettes and then the cashier says (2s) (you're) gonna need a little more (.) she tears off a piece of her skin (.) to pay for the cigarettes and then she says see you again (.) and the guy talks about how cigarettes causes um (.) wrinkled skin at premature ages (2s) and (.) yeah,here the girl is signing a contract pretty much to cigarettes and saying that (.) um (.) what a commitment it is (.) and that every time you smoke you're signing a contract that you are going to stay smoking (.) and how it just shows how addictive- addictive um (.) cigarettes are and she's just saying how it controls your life and (.) it's this huge part of it
3,PSA005,1.0,PSA007,5.0,0.8028560787697058,all right (.) so we've got another person at the store this time it's a young girl (.) and she (.) doesn't have enough money to pay for her pack of cigarettes and then the cashier says (2s) (you're) gonna need a little more (.) she tears off a piece of her skin (.) to pay for the cigarettes and then she says see you again (.) and the guy talks about how cigarettes causes um (.) wrinkled skin at premature ages (2s) and (.) yeah,uh this um has three kids in the commercial (.) the first one gets pushed up against the locker um (.) by the bully (.) the cigarette (.) and the second one says that (.) is like pretty much taking the girl's money because cigarettes are so expensive (.) and um the third one is the guy has to pause the movie because he's taking a smoke break instead of hanging out with his friends and having a good time
4,PSA005,1.0,PSA007,6.0,0.761849564993998,all right (.) so we've got another person at the store this time it's a young girl (.) and she (.) doesn't have enough money to pay for her pack of cigarettes and then the cashier says (2s) (you're) gonna need a little more (.) she tears off a piece of her skin (.) to pay for the cigarettes and then she says see you again (.) and the guy talks about how cigarettes causes um (.) wrinkled skin at premature ages (2s) and (.) yeah,uh this teenager goes outside to take a smoke break and (.) in the forest there are um (.) thousands of these um (.) I guess monsters or people in like black suits that are- look really scary and dangerous and (.) they start running towards him and they represent how many chemicals are in the cigarettes 
5,PSA005,1.0,PSA007,7.0,0.769006342664688,all right (.) so we've got another person at the store this time it's a young girl (.) and she (.) doesn't have enough money to pay for her pack of cigarettes and then the cashier says (2s) (you're) gonna need a little more (.) she tears off a piece of her skin (.) to pay for the cigarettes and then she says see you again (.) and the guy talks about how cigarettes causes um (.) wrinkled skin at premature ages (2s) and (.) yeah,this one's about (.) um (2s) I think it's at prom or a school dance (.) and (.) the guy's with his date and they're dancing and having fun but (.) the cigarette just pulls him out everyone once in a while it just interrupts his night and (.) just makes him go take a smoke break and (.) right when he's having like these sentimental moments with his date um (.) the cigarette always ruins it and makes him go outside for a smoke break
6,PSA005,1.0,PSA007,8.0,0.7620622513827561,all right (.) so we've got another person at the store this time it's a young girl (.) and she (.) doesn't have enough money to pay for her pack of cigarettes and then the cashier says (2s) (you're) gonna need a little more (.) she tears off a piece of her skin (.) to pay for the cigarettes and then she says see you again (.) and the guy talks about how cigarettes causes um (.) wrinkled skin at premature ages (2s) and (.) yeah,so (.) the band is performing and they're practicing and (.) pretty much the first time the guy has to leave because the cigarette calls him out (.) and then it gets later in the day and then the guy gets called out again by the cigarette and then for the third time the guy has to go out and smoke and interrupt the band's practice because he is addicted to smoking (.) so (2s) yep
7,PSA005,1.0,PSA007,9.0,0.7881628222562711,all right (.) so we've got another person at the store this time it's a young girl (.) and she (.) doesn't have enough money to pay for her pack of cigarettes and then the cashier says (2s) (you're) gonna need a little more (.) she tears off a piece of her skin (.) to pay for the cigarettes and then she says see you again (.) and the guy talks about how cigarettes causes um (.) wrinkled skin at premature ages (2s) and (.) yeah,this one is about um (.) two guys are at a skate (.) um (2s) place and one of them asks the other one if he still smokes and the guy responds and says that he doesn't have enough room in his pants (.) and um (.) yeah he only has enough room for his phone and then he calls his girlfriend and (.) yeah (.) um (.) that's why he stopped smoking 
8,PSA005,1.0,PSA007,10.0,0.7323266569823932,all right (.) so we've got another person at the store this time it's a young girl (.) and she (.) doesn't have enough money to pay for her pack of cigarettes and then the cashier says (2s) (you're) gonna need a little more (.) she tears off a piece of her skin (.) to pay for the cigarettes and then she says see you again (.) and the guy talks about how cigarettes causes um (.) wrinkled skin at premature ages (2s) and (.) yeah,um so these two girls are on the bleachers outside and the one girl asks if the other girl wants to smoke and the other girl um (.) responds and she said that she can't break up her two fingers cause they're in love (.) and she can't use her other hand because (.) um (.) it's a punk rock band (.) so (.)  she can't break up the band (.) and then they're just (.) both kind of like jamming out in the end 
9,PSA005,1.0,PSA007,11.0,0.6535910455495921,all right (.) so we've got another person at the store this time it's a young girl (.) and she (.) doesn't have enough money to pay for her pack of cigarettes and then the cashier says (2s) (you're) gonna need a little more (.) she tears off a piece of her skin (.) to pay for the cigarettes and then she says see you again (.) and the guy talks about how cigarettes causes um (.) wrinkled skin at premature ages (2s) and (.) yeah,this one's um (.) a teacher and he's studying on an- experienced- experimenting on this creature and um (.) the kids are watching him and the creature accidentally gets loose (.) and it goes um (.) in the classroom and all the  people are frightened and um (.) out of control and just- it's this dangerous creature just running around and (.) destroying things 
10,PSA005,1.0,PSA007,12.0,0.7394162137683747,all right (.) so we've got another person at the store this time it's a young girl (.) and she (.) doesn't have enough money to pay for her pack of cigarettes and then the cashier says (2s) (you're) gonna need a little more (.) she tears off a piece of her skin (.) to pay for the cigarettes and then she says see you again (.) and the guy talks about how cigarettes causes um (.) wrinkled skin at premature ages (2s) and (.) yeah,this is a couple of kids (.) I guess they're near their high school at night and they're messing around and (.) they find this creature and they're kind of like (.) just like playing with it and (.) it starts attacking one of them and like crawls up his arm and (.) it represents um (.) cigarettes and how it's actually dangerous and it might not look that bad but it can actually really harm you in the end 
11,PSA005,2.0,PSA007,3.0,0.768485003228542,aight (.) so the guy goes up to the store and goes to buy cigarettes but he doesn't have enough money (.) so he pulls out his teeth and gives it as- along with the money (.) and then (.) he's like see you again (.) and then they talk about how the cigarettes make you lose teeth (2s) and yeah (.) so (.) he's pretty much just giving up his teeth for some cigarettes,in this one the girl is talking about how (.) sh- um (.) pretty much how bad smoking is by saying that there's (.) um (.) this constant need to go outside and it always like calls her outside and takes her money and (.) she's just really addicted and she said it's just um- really controls her life (.) and the end scene is just her smoking again because (.) she's just addicted
12,PSA005,2.0,PSA007,4.0,0.7110406858368514,aight (.) so the guy goes up to the store and goes to buy cigarettes but he doesn't have enough money (.) so he pulls out his teeth and gives it as- along with the money (.) and then (.) he's like see you again (.) and then they talk about how the cigarettes make you lose teeth (2s) and yeah (.) so (.) he's pretty much just giving up his teeth for some cigarettes,here the girl is signing a contract pretty much to cigarettes and saying that (.) um (.) what a commitment it is (.) and that every time you smoke you're signing a contract that you are going to stay smoking (.) and how it just shows how addictive- addictive um (.) cigarettes are and she's just saying how it controls your life and (.) it's this huge part of it
13,PSA005,2.0,PSA007,5.0,0.794916973881976,aight (.) so the guy goes up to the store and goes to buy cigarettes but he doesn't have enough money (.) so he pulls out his teeth and gives it as- along with the money (.) and then (.) he's like see you again (.) and then they talk about how the cigarettes make you lose teeth (2s) and yeah (.) so (.) he's pretty much just giving up his teeth for some cigarettes,uh this um has three kids in the commercial (.) the first one gets pushed up against the locker um (.) by the bully (.) the cigarette (.) and the second one says that (.) is like pretty much taking the girl's money because cigarettes are so expensive (.) and um the third one is the guy has to pause the movie because he's taking a smoke break instead of hanging out with his friends and having a good time
14,PSA005,2.0,PSA007,6.0,0.7536691612620027,aight (.) so the guy goes up to the store and goes to buy cigarettes but he doesn't have enough money (.) so he pulls out his teeth and gives it as- along with the money (.) and then (.) he's like see you again (.) and then they talk about how the cigarettes make you lose teeth (2s) and yeah (.) so (.) he's pretty much just giving up his teeth for some cigarettes,uh this teenager goes outside to take a smoke break and (.) in the forest there are um (.) thousands of these um (.) I guess monsters or people in like black suits that are- look really scary and dangerous and (.) they start running towards him and they represent how many chemicals are in the cigarettes 
15,PSA005,2.0,PSA007,7.0,0.7783452835379626,aight (.) so the guy goes up to the store and goes to buy cigarettes but he doesn't have enough money (.) so he pulls out his teeth and gives it as- along with the money (.) and then (.) he's like see you again (.) and then they talk about how the cigarettes make you lose teeth (2s) and yeah (.) so (.) he's pretty much just giving up his teeth for some cigarettes,this one's about (.) um (2s) I think it's at prom or a school dance (.) and (.) the guy's with his date and they're dancing and having fun but (.) the cigarette just pulls him out everyone once in a while it just interrupts his night and (.) just makes him go take a smoke break and (.) right when he's having like these sentimental moments with his date um (.) the cigarette always ruins it and makes him go outside for a smoke break
16,PSA005,2.0,PSA007,8.0,0.7619634231697673,aight (.) so the guy goes up to the store and goes to buy cigarettes but he doesn't have enough money (.) so he pulls out his teeth and gives it as- along with the money (.) and then (.) he's like see you again (.) and then they talk about how the cigarettes make you lose teeth (2s) and yeah (.) so (.) he's pretty much just giving up his teeth for some cigarettes,so (.) the band is performing and they're practicing and (.) pretty much the first time the guy has to leave because the cigarette calls him out (.) and then it gets later in the day and then the guy gets called out again by the cigarette and then for the third time the guy has to go out and smoke and interrupt the band's practice because he is addicted to smoking (.) so (2s) yep
17,PSA005,2.0,PSA007,9.0,0.7369970291254867,aight (.) so the guy goes up to the store and goes to buy cigarettes but he doesn't have enough money (.) so he pulls out his teeth and gives it as- along with the money (.) and then (.) he's like see you again (.) and then they talk about how the cigarettes make you lose teeth (2s) and yeah (.) so (.) he's pretty much just giving up his teeth for some cigarettes,this one is about um (.) two guys are at a skate (.) um (2s) place and one of them asks the other one if he still smokes and the guy responds and says that he doesn't have enough room in his pants (.) and um (.) yeah he only has enough room for his phone and then he calls his girlfriend and (.) yeah (.) um (.) that's why he stopped smoking 
18,PSA005,2.0,PSA007,10.0,0.659199714457684,aight (.) so the guy goes up to the store and goes to buy cigarettes but he doesn't have enough money (.) so he pulls out his teeth and gives it as- along with the money (.) and then (.) he's like see you again (.) and then they talk about how the cigarettes make you lose teeth (2s) and yeah (.) so (.) he's pretty much just giving up his teeth for some cigarettes,um so these two girls are on the bleachers outside and the one girl asks if the other girl wants to smoke and the other girl um (.) responds and she said that she can't break up her two fingers cause they're in love (.) and she can't use her other hand because (.) um (.) it's a punk rock band (.) so (.)  she can't break up the band (.) and then they're just (.) both kind of like jamming out in the end 
19,PSA005,2.0,PSA007,11.0,0.6150556048053758,aight (.) so the guy goes up to the store and goes to buy cigarettes but he doesn't have enough money (.) so he pulls out his teeth and gives it as- along with the money (.) and then (.) he's like see you again (.) and then they talk about how the cigarettes make you lose teeth (2s) and yeah (.) so (.) he's pretty much just giving up his teeth for some cigarettes,this one's um (.) a teacher and he's studying on an- experienced- experimenting on this creature and um (.) the kids are watching him and the creature accidentally gets loose (.) and it goes um (.) in the classroom and all the  people are frightened and um (.) out of control and just- it's this dangerous creature just running around and (.) destroying things 
20,PSA005,2.0,PSA007,12.0,0.7672210311336704,aight (.) so the guy goes up to the store and goes to buy cigarettes but he doesn't have enough money (.) so he pulls out his teeth and gives it as- along with the money (.) and then (.) he's like see you again (.) and then they talk about how the cigarettes make you lose teeth (2s) and yeah (.) so (.) he's pretty much just giving up his teeth for some cigarettes,this is a couple of kids (.) I guess they're near their high school at night and they're messing around and (.) they find this creature and they're kind of like (.) just like playing with it and (.) it starts attacking one of them and like crawls up his arm and (.) it represents um (.) cigarettes and how it's actually dangerous and it might not look that bad but it can actually really harm you in the end 
21,PSA005,3.0,PSA007,4.0,0.7412353590112801,all right (.) so the little girl she's talking about how (.) she is um (.) she is- more- kinda like in a weird awkward (annoying) relationship with her cigarette (.) and the cigarette forces her to go places (.) forces her to stop what she's doing to go smoke (.) and it started to take all of her money (2s)  and she (.) wants to get rid of 'em cause at first she didn't think it was all true what everyone said but it was  ,here the girl is signing a contract pretty much to cigarettes and saying that (.) um (.) what a commitment it is (.) and that every time you smoke you're signing a contract that you are going to stay smoking (.) and how it just shows how addictive- addictive um (.) cigarettes are and she's just saying how it controls your life and (.) it's this huge part of it
22,PSA005,3.0,PSA007,5.0,0.8699975310855116,all right (.) so the little girl she's talking about how (.) she is um (.) she is- more- kinda like in a weird awkward (annoying) relationship with her cigarette (.) and the cigarette forces her to go places (.) forces her to stop what she's doing to go smoke (.) and it started to take all of her money (2s)  and she (.) wants to get rid of 'em cause at first she didn't think it was all true what everyone said but it was  ,uh this um has three kids in the commercial (.) the first one gets pushed up against the locker um (.) by the bully (.) the cigarette (.) and the second one says that (.) is like pretty much taking the girl's money because cigarettes are so expensive (.) and um the third one is the guy has to pause the movie because he's taking a smoke break instead of hanging out with his friends and having a good time
23,PSA005,3.0,PSA007,6.0,0.8686423007505889,all right (.) so the little girl she's talking about how (.) she is um (.) she is- more- kinda like in a weird awkward (annoying) relationship with her cigarette (.) and the cigarette forces her to go places (.) forces her to stop what she's doing to go smoke (.) and it started to take all of her money (2s)  and she (.) wants to get rid of 'em cause at first she didn't think it was all true what everyone said but it was  ,uh this teenager goes outside to take a smoke break and (.) in the forest there are um (.) thousands of these um (.) I guess monsters or people in like black suits that are- look really scary and dangerous and (.) they start running towards him and they represent how many chemicals are in the cigarettes 
24,PSA005,3.0,PSA007,7.0,0.8740955832861462,all right (.) so the little girl she's talking about how (.) she is um (.) she is- more- kinda like in a weird awkward (annoying) relationship with her cigarette (.) and the cigarette forces her to go places (.) forces her to stop what she's doing to go smoke (.) and it started to take all of her money (2s)  and she (.) wants to get rid of 'em cause at first she didn't think it was all true what everyone said but it was  ,this one's about (.) um (2s) I think it's at prom or a school dance (.) and (.) the guy's with his date and they're dancing and having fun but (.) the cigarette just pulls him out everyone once in a while it just interrupts his night and (.) just makes him go take a smoke break and (.) right when he's having like these sentimental moments with his date um (.) the cigarette always ruins it and makes him go outside for a smoke break
25,PSA005,3.0,PSA007,8.0,0.8420743329487357,all right (.) so the little girl she's talking about how (.) she is um (.) she is- more- kinda like in a weird awkward (annoying) relationship with her cigarette (.) and the cigarette forces her to go places (.) forces her to stop what she's doing to go smoke (.) and it started to take all of her money (2s)  and she (.) wants to get rid of 'em cause at first she didn't think it was all true what everyone said but it was  ,so (.) the band is performing and they're practicing and (.) pretty much the first time the guy has to leave because the cigarette calls him out (.) and then it gets later in the day and then the guy gets called out again by the cigarette and then for the third time the guy has to go out and smoke and interrupt the band's practice because he is addicted to smoking (.) so (2s) yep
